words,links,capital_words,spam_word_count,is_spam
935,9,8,3,1
864,9,29,4,1
84,2,1,2,0
116,10,5,0,1
71,2,8,2,0
742,7,6,3,1
69,0,3,1,0
91,0,1,0,0
301,9,6,7,1
234,1,0,5,0
242,0,1,1,0
948,8,2,8,1
40,2,1,1,0
844,10,8,1,1
141,1,1,1,0
186,5,5,9,1
894,4,11,2,1
275,0,9,1,0
606,10,17,7,1
601,2,25,5,1
185,0,3,1,0
340,0,2,2,0
440,1,3,2,0
214,0,2,3,0
300,1,4,1,0
193,2,1,1,1
318,2,19,10,1
126,4,1,7,1
142,1,21,0,1
438,2,3,2,0
285,1,2,1,0
49,0,0,0,0
122,4,0,4,0
176,1,8,1,0
143,4,21,2,1
187,4,9,5,1
246,2,2,2,0
172,9,2,6,1
354,5,6,4,1
162,0,0,0,0
101,1,2,2,0
478,0,9,9,1
142,2,1,0,0
207,0,3,1,0
602,6,12,10,1
182,1,1,1,0
127,0,2,2,0
581,0,13,6,1
83,2,1,0,0
193,4,1,2,0
374,10,30,5,1
792,2,18,3,1
171,4,8,2,0
889,3,16,8,1
508,5,24,8,1
239,2,1,4,0
89,4,29,3,1
151,1,0,6,0
575,5,27,4,1
809,2,5,6,1
912,9,5,9,1
429,9,27,9,1
295,4,3,0,0
48,1,1,0,0
113,4,0,0,0
176,3,12,3,1
56,1,2,2,0
119,0,3,1,0
275,1,5,0,0
125,2,12,3,1
158,2,2,1,0
37,2,2,2,0
115,6,4,3,1
145,1,3,0,0
469,4,3,5,1
57,0,1,2,0
270,2,3,1,0
698,8,14,0,1
737,2,4,7,1
170,0,2,1,0
833,1,19,7,1
364,3,23,6,1
194,0,3,5,0
279,6,10,7,1
111,1,20,6,1
120,3,20,4,1
275,0,1,0,0
208,1,2,0,0
852,3,11,6,1
387,3,19,3,1
161,2,1,1,0
178,0,8,2,0
665,2,23,0,1
129,9,5,3,1
30,0,1,1,0
238,1,6,2,0
179,2,10,0,0
299,0,8,0,0
78,6,21,3,1
146,0,3,0,0
260,1,0,2,0
114,8,0,3,1
56,2,0,0,0
896,3,17,8,1
645,6,23,3,1
442,0,23,5,1
138,6,13,5,1
174,1,3,2,0
386,0,0,1,0
146,4,28,5,1
331,3,1,5,1
721,3,27,3,1
192,1,3,0,0
247,2,0,0,0
557,2,25,1,1
59,0,20,7,1
694,3,23,5,1
665,3,4,10,1
133,0,0,1,0
456,0,5,1,0
874,6,25,4,1
490,1,2,6,0
155,0,7,0,0
846,2,23,1,1
90,2,21,6,1
49,0,2,4,0
995,2,16,7,1
259,2,7,7,1
244,2,2,2,0
501,2,9,8,1
55,7,22,10,1
149,6,25,5,1
205,0,1,2,0
311,1,8,5,1
810,6,15,4,1
252,2,1,1,0
611,4,21,5,1
935,5,28,6,1
668,9,1,5,1
278,2,0,0,0
394,8,1,3,1
208,7,14,10,1
910,9,9,5,1
199,2,2,1,0
868,7,5,7,1
56,10,7,4,1
271,4,4,2,0
951,3,16,1,1
460,2,13,8,1
841,4,15,9,1
71,2,2,1,0
290,4,0,0,0
237,6,0,5,1
138,9,5,9,1
410,5,0,10,1
76,3,19,7,1
395,4,6,10,1
431,4,5,5,1
317,3,24,3,1
140,1,3,4,0
295,0,1,0,0
234,1,3,1,0
28,0,1,0,0
204,1,1,0,0
251,1,0,0,0
263,0,3,2,0
291,1,3,1,0
61,4,17,3,1
73,2,4,1,0
81,1,8,0,0
778,3,10,3,1
333,2,0,2,0
404,5,10,1,1
335,8,20,1,1
296,3,17,0,1
143,6,20,3,1
50,1,3,0,0
255,2,1,2,0
151,1,3,2,0
51,0,2,0,0
138,5,2,1,0
152,2,1,2,0
786,8,9,0,1
599,2,18,9,1
282,0,1,4,0
118,7,24,7,1
863,7,17,5,1
217,3,18,9,1
188,2,24,8,1
100,2,0,2,0
108,1,4,0,0
865,2,14,4,1
105,1,2,2,0
219,1,8,0,0
74,0,1,1,0
179,0,1,2,0
180,10,23,6,1
757,9,30,3,1
242,0,0,2,0
143,9,27,4,1
221,1,5,2,0
23,3,0,1,0
262,1,0,0,0
165,2,3,0,0
156,2,4,8,1
120,2,21,3,1
55,2,0,1,0
195,0,3,2,0
935,5,28,5,1
78,2,3,2,0
706,0,17,6,1
142,9,8,8,1
30,5,3,1,0
183,2,9,0,0
737,2,22,1,1
490,3,30,1,1
223,1,3,1,0
75,1,0,2,0
856,10,13,0,1
118,4,6,10,1
500,4,18,3,1
140,0,2,1,0
744,2,23,0,1
33,2,2,2,0
637,5,8,10,1
131,1,2,4,0
207,4,3,0,0
122,2,2,2,0
104,3,3,8,1
82,2,2,1,0
193,0,0,2,0
99,2,21,7,1
179,9,29,3,1
194,2,0,5,0
602,2,7,5,1
40,2,8,1,0
72,2,17,1,1
140,0,2,1,0
381,3,24,3,1
621,10,28,2,1
76,0,7,6,0
165,4,3,1,0
151,2,1,0,0
165,0,10,1,0
339,2,1,2,0
317,0,1,1,0
187,0,2,0,0
670,2,13,10,1
493,4,30,2,1
60,0,9,4,0
109,2,5,2,1
229,2,3,0,0
169,2,3,3,0
150,0,3,2,0
959,2,30,3,1
183,0,2,0,0
540,6,8,8,1
314,5,15,7,1
280,2,2,2,0
277,8,15,3,1
274,0,1,1,0
544,1,15,5,1
126,2,1,2,0
26,1,2,1,0
53,0,0,1,0
209,0,2,2,0
987,1,2,1,1
930,0,8,7,1
106,3,3,1,0
223,1,0,5,0
281,1,2,1,0
475,7,15,10,1
333,3,5,4,1
62,2,3,0,0
464,7,9,9,1
172,2,0,4,1
250,1,3,2,0
335,0,10,9,1
347,0,3,1,0
394,1,2,2,0
59,0,1,2,0
178,0,9,6,0
709,4,0,3,1
188,3,5,4,1
115,1,2,0,0
383,10,10,1,1
37,0,2,1,0
406,6,13,1,1
489,6,15,6,1
222,3,26,9,1
388,1,9,8,1
64,9,24,2,1
129,2,21,7,1
73,3,1,0,0
143,4,0,8,1
110,1,2,5,0
84,4,2,2,0
214,0,1,2,0
127,2,10,1,0
142,8,16,1,1
86,0,5,0,0
244,2,1,1,0
670,2,16,2,1
57,3,24,6,1
458,1,3,9,1
277,2,0,5,0
726,2,22,4,1
482,2,1,2,0
247,10,2,6,1
791,3,22,7,1
937,2,10,7,1
911,0,5,8,1
316,3,0,7,1
423,1,0,0,0
198,3,22,10,1
239,1,3,6,0
393,0,2,5,0
470,3,22,10,1
218,4,3,1,0
201,0,7,2,0
471,2,9,6,1
429,1,3,4,0
157,0,5,4,0
96,2,0,1,0
109,2,10,0,1
241,4,5,6,1
260,0,3,5,0
168,0,0,1,0
352,0,3,0,0
160,8,6,1,1
372,8,6,9,1
640,3,16,2,1
130,1,1,0,0
268,0,0,2,0
951,9,2,4,1
103,0,0,1,0
601,5,14,0,1
148,2,9,5,1
375,5,24,1,1
290,0,0,2,0
157,1,2,0,0
188,9,12,6,1
238,0,2,2,0
850,6,4,3,1
427,0,29,4,1
933,8,0,3,1
226,1,6,2,0
602,10,16,6,1
560,5,0,4,1
61,1,2,2,0
502,2,4,5,1
250,5,5,2,0
47,5,0,0,0
451,1,29,10,1
101,5,0,8,1
207,0,4,0,0
101,1,0,0,0
115,1,3,1,0
527,4,20,9,1
60,1,2,2,0
446,8,3,10,1
60,0,2,1,0
350,6,1,7,1
285,2,6,2,0
242,1,2,1,0
97,2,2,0,0
310,0,2,8,1
146,0,2,1,0
102,6,19,7,1
145,2,3,0,0
99,2,16,9,1
253,0,2,5,0
278,7,18,10,1
880,1,17,7,1
256,1,1,2,0
470,1,3,1,0
308,0,2,2,0
376,8,19,8,1
84,2,2,2,0
45,2,0,1,0
72,1,1,2,0
542,2,12,3,1
123,4,30,8,1
171,1,0,1,0
127,2,0,4,0
180,3,30,5,1
32,1,3,1,0
218,1,3,3,0
917,6,2,3,1
190,3,26,2,1
204,2,3,0,0
638,4,5,9,1
314,0,2,0,0
54,7,14,4,1
184,2,0,2,0
159,2,3,0,0
161,4,22,3,1
294,1,0,1,0
236,0,2,0,0
975,8,20,5,1
172,2,0,1,0
107,2,0,2,0
657,9,29,3,1
164,2,0,0,0
113,0,6,6,0
353,2,4,2,0
75,3,7,6,1
206,1,1,0,0
393,8,10,3,1
107,2,3,2,0
800,3,15,3,1
363,2,0,0,0
288,0,3,2,0
399,1,2,0,0
267,5,2,1,0
159,0,23,0,1
636,9,9,6,1
162,9,4,10,1
295,0,2,1,0
409,0,3,3,0
369,0,3,2,0
243,2,2,4,0
235,0,1,3,0
158,10,26,4,1
474,8,23,6,1
119,0,3,1,0
109,1,3,0,0
50,0,1,0,0
149,2,0,0,0
243,1,3,0,0
495,6,4,9,1
742,6,23,6,1
431,1,18,10,1
207,0,3,1,0
29,4,3,5,0
192,9,13,8,1
161,6,16,4,1
246,5,9,3,1
945,2,9,1,1
960,1,5,3,1
218,1,6,2,0
694,1,29,5,1
42,2,1,0,0
293,1,3,0,0
327,7,0,9,1
188,1,0,2,0
78,9,29,9,1
242,0,5,1,0
56,10,2,4,1
836,3,6,3,1
620,6,8,0,1
326,1,0,1,0
777,5,0,7,1
425,0,2,1,0
88,2,2,0,0
394,3,22,0,1
113,0,2,4,0
662,4,13,8,1
553,3,9,10,1
127,4,3,1,0
891,8,5,2,1
193,7,18,1,1
213,2,1,1,0
241,1,10,1,0
322,0,2,4,0
188,1,3,2,0
224,0,3,2,0
164,10,12,9,1
688,8,6,1,1
292,2,0,5,0
288,4,0,4,0
213,2,10,4,0
235,0,0,1,0
50,9,7,5,1
170,2,9,2,0
489,5,28,0,1
164,10,16,8,1
252,2,26,6,1
275,1,1,6,0
182,2,5,4,0
515,3,2,3,1
221,0,2,1,0
454,4,15,2,1
87,0,0,1,0
400,3,22,10,1
364,6,20,3,1
794,0,27,6,1
638,6,21,1,1
943,10,24,9,1
70,2,7,2,0
652,2,9,6,1
281,2,4,6,1
155,2,17,5,1
294,0,1,2,0
714,4,20,9,1
112,7,6,5,1
126,3,21,9,1
74,1,3,0,0
158,1,10,1,0
153,8,24,5,1
155,2,25,8,1
100,3,21,1,1
146,4,0,6,0
368,2,16,2,1
658,3,16,10,1
202,2,2,0,0
329,1,2,1,0
850,2,7,9,1
120,0,17,6,1
565,7,15,5,1
935,5,18,9,1
88,3,2,2,0
821,8,7,7,1
81,10,24,4,1
710,9,14,0,1
438,4,1,0,0
291,2,2,4,0
859,1,28,5,1
210,0,1,1,0
241,5,26,3,1
546,10,10,3,1
110,5,0,2,0
220,0,2,2,0
760,2,24,3,1
90,1,3,2,0
226,3,5,5,1
622,5,1,7,1
175,1,3,1,0
37,2,2,0,0
20,1,1,2,0
132,2,5,6,0
160,5,16,5,1
260,2,7,1,0
903,5,5,3,1
288,2,2,2,0
475,0,0,2,0
234,1,0,2,0
148,1,0,2,0
145,3,26,3,1
92,0,3,1,0
168,5,5,3,1
172,0,0,6,0
363,8,9,9,1
201,2,1,2,0
676,4,9,4,1
203,2,2,0,0
282,1,1,0,0
247,1,7,6,1
168,9,22,0,1
391,4,22,4,1
172,2,11,10,1
686,8,14,10,1
137,2,2,0,0
825,5,5,0,1
875,2,21,7,1
545,4,4,8,1
955,8,30,7,1
732,0,5,7,1
97,2,6,8,1
476,8,18,9,1
217,8,0,10,1
195,0,0,1,0
107,0,1,2,0
204,2,1,2,0
902,7,9,1,1
216,7,23,10,1
671,6,18,0,1
205,1,0,5,0
862,3,2,4,1
297,5,6,2,1
114,4,6,7,1
214,3,2,1,0
196,0,1,0,0
261,6,5,5,1
184,2,10,2,0
839,2,7,9,1
749,4,1,10,1
192,3,16,3,1
179,5,7,8,1
166,2,1,2,0
840,7,24,5,1
192,0,17,7,1
278,0,1,4,0
177,2,13,8,1
145,0,0,1,0
167,2,12,7,1
314,2,8,0,0
959,3,13,10,1
117,1,3,2,0
216,1,0,5,0
413,8,28,4,1
184,0,18,5,1
608,4,29,2,1
735,7,30,1,1
100,1,0,0,0
28,0,1,0,0
67,0,6,5,0
134,5,3,10,1
892,7,3,4,1
129,10,1,5,1
62,1,1,2,0
180,5,7,10,1
56,1,4,0,0
116,3,30,3,1
23,0,3,2,0
171,4,1,6,1
198,9,6,10,1
284,2,3,1,0
359,0,2,2,0
178,2,18,5,1
978,6,3,3,1
628,2,15,4,1
149,1,3,2,0
822,2,10,8,1
65,6,16,10,1
48,1,0,0,0
205,1,8,0,0
98,2,3,1,0
129,2,1,1,0
493,2,5,1,0
429,0,3,2,0
176,1,0,0,0
130,7,2,6,1
252,2,2,2,0
546,4,7,4,1
740,8,14,6,1
220,2,0,1,0
364,1,1,1,0
96,0,1,6,0
133,0,20,6,1
366,3,0,5,1
131,8,10,3,1
160,2,2,2,0
431,6,15,9,1
791,9,27,6,1
210,4,0,1,0
70,7,1,8,1
745,10,18,6,1
647,3,22,8,1
305,8,12,4,1
125,1,0,2,0
120,0,2,0,0
22,2,2,2,0
289,2,3,0,0
179,0,3,0,0
984,4,17,9,1
25,4,0,5,0
466,0,28,9,1
259,0,1,6,0
350,8,29,6,1
217,8,24,2,1
567,3,1,9,1
906,7,6,1,1
228,1,1,1,0
720,7,8,10,1
99,1,0,2,0
201,0,1,0,0
126,0,13,10,1
296,0,1,1,0
543,1,4,10,1
937,4,8,4,1
955,5,11,5,1
520,9,8,10,1
157,2,2,8,1
226,0,2,2,0
207,0,2,0,0
261,10,27,6,1
355,1,15,5,1
909,1,2,3,1
167,5,1,1,0
781,8,16,7,1
78,2,3,2,0
200,2,3,0,0
127,2,30,4,1
405,1,3,2,0
153,2,10,5,0
944,10,15,6,1
165,1,2,1,0
195,2,3,0,0
504,3,0,10,1
179,2,20,0,1
360,3,0,1,0
583,2,10,6,1
457,2,1,2,0
655,1,28,3,1
923,2,26,10,1
115,0,3,0,0
266,1,3,2,0
219,1,3,1,0
33,1,2,2,0
393,4,6,9,1
223,0,0,0,0
867,1,3,4,1
290,3,2,2,0
659,2,27,3,1
75,1,4,0,0
872,7,11,7,1
846,3,22,7,1
76,5,0,2,0
297,2,0,2,0
297,0,1,2,0
245,5,2,0,0
114,4,2,1,0
163,2,0,0,0
39,0,3,1,0
164,1,1,0,0
97,0,3,0,0
66,3,18,8,1
301,1,9,2,0
134,9,11,1,1
231,2,0,2,0
192,7,13,4,1
259,7,0,5,1
686,6,20,7,1
434,0,1,4,0
59,0,2,1,0
35,5,1,1,0
155,1,1,0,0
133,1,5,0,0
227,2,0,2,0
495,0,2,6,0
132,2,2,0,0
148,2,0,2,0
517,6,6,7,1
81,1,1,2,0
182,2,26,10,1
216,10,24,3,1
280,1,0,1,0
593,5,3,10,1
218,1,1,1,0
138,7,30,3,1
610,1,8,7,1
404,1,2,6,0
183,2,0,1,0
240,1,1,1,0
982,4,15,5,1
35,0,2,1,0
101,8,29,7,1
237,2,3,6,0
514,5,7,10,1
515,7,29,2,1
337,9,25,4,1
233,3,26,5,1
770,0,15,7,1
121,7,5,8,1
189,0,2,0,0
107,6,24,0,1
40,3,9,0,0
551,3,29,6,1
629,9,7,2,1
230,0,2,5,0
116,2,24,1,1
250,1,4,1,0
753,4,0,2,1
220,5,3,1,0
468,7,20,0,1
941,9,8,0,1
281,1,4,2,0
202,2,0,0,0
221,0,6,1,0
245,5,28,7,1
154,2,2,2,0
554,5,7,6,1
748,10,17,1,1
385,2,1,2,0
493,3,0,2,0
68,2,3,2,0
133,2,1,0,1
163,0,10,2,0
219,1,8,1,1
292,1,3,1,0
245,2,2,2,0
191,2,1,4,1
826,7,5,0,1
511,3,15,10,1
93,1,5,2,0
25,0,2,0,0
118,1,7,0,0
108,4,3,0,0
50,10,0,4,1
131,1,0,1,0
528,4,17,7,1
113,0,3,2,0
420,3,20,1,1
131,0,3,2,0
130,1,3,2,0
655,7,10,1,1
827,0,26,2,1
888,7,9,8,1
78,5,3,2,0
732,4,11,1,1
62,10,1,9,1
188,2,2,1,0
148,3,0,1,0
734,3,22,8,1
880,8,24,10,1
246,2,2,0,0
909,1,25,4,1
209,1,2,2,0
206,5,3,1,0
686,5,23,9,1
333,4,3,3,1
294,2,3,3,0
180,7,21,4,1
167,0,9,1,0
279,5,2,2,0
47,0,0,1,0
699,2,24,5,1
716,4,9,8,1
875,3,30,8,1
138,0,3,0,0
242,2,3,0,0
919,0,16,8,1
540,7,28,10,1
92,1,0,1,0
184,2,3,2,0
687,3,13,1,1
185,0,2,2,0
232,0,4,8,1
582,8,24,5,1
925,6,5,10,1
50,1,1,0,0
157,3,13,9,1
92,0,3,0,0
788,1,29,5,1
116,2,5,0,0
141,10,29,5,1
959,2,30,6,1
889,3,20,7,1
385,3,25,8,1
446,0,2,0,0
241,2,5,4,1
60,0,0,0,0
893,1,26,8,1
169,8,25,9,1
262,1,2,5,0
54,2,3,2,0
156,2,3,2,0
164,3,0,2,0
992,1,18,1,1
460,5,19,4,1
89,4,26,4,1
679,3,16,5,1
249,0,3,3,0
179,4,1,2,0
242,2,2,1,0
835,8,6,8,1
172,3,2,2,0
63,2,5,2,0
858,8,8,4,1
80,1,3,2,0
626,7,4,4,1
211,1,0,5,0
545,7,19,3,1
396,8,24,2,1
203,0,10,2,0
663,8,21,6,1
188,2,1,1,0
572,0,5,5,1
581,4,0,1,1
249,0,2,4,0
434,4,8,7,1
27,1,6,2,0
179,4,13,10,1
201,1,0,2,0
965,3,14,8,1
114,0,0,0,0
308,3,19,3,1
286,1,10,2,0
545,5,23,10,1
201,2,16,8,1
727,8,11,8,1
242,2,3,5,0
253,2,1,1,0
239,1,8,1,0
355,1,27,6,1
65,2,8,0,0
114,0,8,1,0
613,2,13,5,1
204,1,1,3,0
459,1,0,2,0
176,1,6,2,0
158,2,21,1,1
274,4,3,4,0
163,6,23,3,1
149,2,0,1,0
873,0,17,8,1
151,1,2,6,0
395,5,3,10,1
153,5,13,3,1
55,2,1,0,0
574,9,1,5,1
234,4,25,5,1
256,0,1,1,0
109,3,2,0,1
73,4,3,0,0
168,2,7,2,0
111,0,3,3,0
191,2,0,2,0
62,0,10,2,0
694,5,11,1,1
596,7,5,8,1
459,2,7,8,1
929,7,19,1,1
134,4,15,7,1
285,2,3,1,0
200,1,0,0,0
473,10,11,4,1
301,10,30,3,1
277,3,0,1,0
338,6,25,4,1
46,0,7,0,0
159,2,6,8,1
283,2,3,1,0
254,5,3,2,0
819,9,15,4,1
445,2,3,2,0
153,2,4,0,0
681,7,22,1,1
128,5,4,3,1
103,4,0,2,0
149,1,0,1,0
100,1,1,1,0
124,1,9,0,0
23,1,2,0,0
115,8,15,9,1
184,4,1,2,0
167,0,2,1,0
871,8,5,4,1
49,0,3,2,0
182,2,9,10,1
27,0,2,0,0
367,3,2,2,0
300,0,1,1,0
887,10,16,3,1
109,1,1,1,0
83,2,16,3,1
291,4,1,10,1
398,1,0,1,0
799,2,5,8,1
107,1,0,2,0
269,3,0,1,0
387,1,3,0,0
955,6,10,8,1
216,2,3,2,0
159,2,9,2,0
274,2,0,2,0
265,4,2,0,0
426,1,3,1,0
196,0,9,6,1
601,7,3,5,1
26,4,1,1,0
277,2,1,2,0
270,2,3,0,0
116,10,25,7,1
458,2,2,2,0
106,0,2,1,0
153,3,30,3,1
579,3,9,7,1
73,1,1,2,0
943,7,30,4,1
897,7,4,10,1
467,8,1,8,1
306,1,6,0,0
139,0,3,1,0
283,3,11,9,1
221,7,1,6,1
382,4,1,6,0
480,2,3,0,0
559,4,19,4,1
273,2,0,0,0
306,0,26,10,1
313,1,10,2,0
602,10,30,5,1
322,4,7,1,1
956,6,5,7,1
30,1,2,2,0
510,2,30,7,1
816,9,12,5,1
233,5,1,2,0
491,1,10,3,0
876,7,0,8,1
263,1,4,2,0
162,1,1,3,0
260,0,0,0,0
195,9,14,0,1
286,1,1,0,0
860,9,13,10,1
868,7,3,9,1
441,7,27,1,1
523,2,12,4,1
197,0,1,2,0
171,4,3,0,0
489,2,26,8,1
183,2,2,5,0
505,5,7,10,1
789,0,14,0,1
893,2,12,9,1
818,4,11,4,1
263,2,1,1,0
796,3,25,2,1
891,8,10,3,1
159,3,0,2,0
592,7,3,3,1
240,0,2,0,0
231,1,2,6,0
225,2,27,10,1
29,0,1,2,0
270,2,1,1,0
913,8,3,8,1
405,0,5,2,1
121,10,19,0,1
484,9,7,10,1
309,2,26,7,1
394,9,5,5,1
63,1,6,0,0
97,10,6,7,1
274,1,2,2,0
784,2,5,10,1
131,5,26,3,1
649,7,11,0,1
259,0,3,1,0
161,0,1,2,0
96,2,3,2,0
99,0,1,1,0
100,1,0,1,0
740,9,17,3,1
810,4,15,5,1
181,0,2,2,0
394,3,4,3,1
373,4,1,3,0
177,0,0,0,0
135,3,17,9,1
211,1,0,2,0
807,7,22,4,1
181,0,4,1,0
74,1,1,0,0
209,3,0,0,0
459,7,27,3,1
150,5,3,2,0
415,3,19,9,1
274,1,1,0,0
150,4,16,0,1
177,6,20,3,1
797,8,20,6,1
293,1,2,1,0
265,2,2,4,0
178,2,1,2,0
835,5,18,10,1
304,3,25,8,1
284,0,3,6,0
56,0,8,1,0
206,3,1,1,0
124,9,7,5,1
607,9,11,1,1
791,2,30,1,1
163,2,3,0,0
47,1,1,0,0
200,2,1,2,0
125,0,0,0,0
168,1,2,0,0
213,1,3,0,0
673,1,19,3,1
317,5,8,4,1
454,0,0,0,0
108,1,3,2,0
341,4,8,2,0
215,2,1,1,0
935,9,17,10,1
156,2,2,1,0
935,4,10,8,1
171,1,7,0,0
288,5,1,2,0
205,0,0,1,0
264,7,3,9,1
194,10,27,5,1
409,5,16,2,1
72,2,1,2,0
82,1,3,2,0
326,1,2,0,0
343,0,30,10,1
231,9,22,5,1
149,5,21,9,1
832,4,16,1,1
416,2,0,2,0
432,9,14,3,1
210,5,2,1,0
150,5,1,7,1
114,0,0,3,0
184,5,27,10,1
291,5,1,0,0
244,2,0,0,0
286,0,3,2,0
101,1,14,6,1
147,1,3,0,0
48,2,9,1,0
217,1,22,4,1
146,1,2,0,0
165,2,3,5,0
297,5,2,0,0
195,2,0,1,0
228,2,8,0,0
199,5,17,2,1
123,10,9,4,1
574,4,27,8,1
